date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:42:00	302441/302441	---M--	200	added ('OK')	image/jpeg	etag:%2224672b2ccc8ae0edae53f636f3c8797b%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/6294cbc65953c861d3abdab3_Waid.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/6294cbc65953c861d3abdab3_Waid.jpg	(from https://zuribuech.webflow.io/)
09:42:01	283884/283884	---M--	200	added ('OK')	image/jpeg	etag:%22371e77337532eb9d2847b5f6e54a91e6%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/6294cbccefbdbf156bcda66c_St_Peters_Kirche.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/6294cbccefbdbf156bcda66c_St_Peters_Kirche.jpg	(from https://zuribuech.webflow.io/)
09:42:01	196/196	---M--	200	added ('OK')	image/svg+xml	etag:%220a685937ff478b31bb69d6e682fdce49%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/6288d68aa00622e7cf7206de_arrow.svg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/6288d68aa00622e7cf7206de_arrow.svg	(from https://zuribuech.webflow.io/)
09:42:02	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2007%20Jun%202022%2007:42:02%20GMT	https://zuribuech.webflow.io/sections/monte-diggelmann	~/Downloads/ZURIBUECH/zuribuech.webflow.io/sections/monte-diggelmann	(from https://zuribuech.webflow.io/)
09:42:05	411245/411245	---M--	200	added ('OK')	image/jpeg	etag:%223fa88effdc6342b6de511f21dc192da5%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0be4141519970045acb5_Bild_gross.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0be4141519970045acb5_Bild_gross.jpg	(from https://zuribuech.webflow.io/)
09:42:05	476873/476873	---M--	200	added ('OK')	image/jpeg	etag:%227c15f03d2859fa7b87b400250f88d7b2%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0be7043987174459acf7_Bild_Klein.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0be7043987174459acf7_Bild_Klein.jpg	(from https://zuribuech.webflow.io/)
09:42:05	321/321	---M--	200	added ('OK')	image/svg+xml	etag:%2221489aedd130ba0b5068045e4a392eea%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/6288d6dac8017382be26ca85_arrow.svg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/6288d6dac8017382be26ca85_arrow.svg	(from https://zuribuech.webflow.io/)
09:42:06	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2007%20Jun%202022%2007:42:06%20GMT	https://zuribuech.webflow.io/sections/weiningen	~/Downloads/ZURIBUECH/zuribuech.webflow.io/sections/weiningen	(from https://zuribuech.webflow.io/)
09:42:09	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2007%20Jun%202022%2007:42:09%20GMT	https://zuribuech.webflow.io/sections/kloster-fahr	~/Downloads/ZURIBUECH/zuribuech.webflow.io/sections/kloster-fahr	(from https://zuribuech.webflow.io/)
09:42:10	361901/361901	---M--	200	added ('OK')	image/jpeg	etag:%2223c7a0229a496ac8ca3c348c594d1961%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0bfbdbafed3632db4536_Bild_Klein.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0bfbdbafed3632db4536_Bild_Klein.jpg	(from https://zuribuech.webflow.io/)
09:42:11	599305/599305	---M--	200	added ('OK')	image/jpeg	etag:%2276f0f21394de1a57e2ccfb0c6ad3c8c1%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0bf8c330f79b2cf496bb_Bild_gross.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0bf8c330f79b2cf496bb_Bild_gross.jpg	(from https://zuribuech.webflow.io/)
09:42:12	468984/468984	---M--	200	added ('OK')	image/jpeg	etag:%2278efa21755140e733a45a7bc08786a0c%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c13043987342359ad5c_Bild_Klein.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c13043987342359ad5c_Bild_Klein.jpg	(from https://zuribuech.webflow.io/)
09:42:12	668247/668247	---M--	200	added ('OK')	image/jpeg	etag:%2231ff568f9d5560dfe3c7ae16acf6e0d2%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c0f187c2db8b711c607_Bild_gross.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c0f187c2db8b711c607_Bild_gross.jpg	(from https://zuribuech.webflow.io/)
09:42:12	23696/23696	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jun%202022%2007:42:12%20GMT	https://zuribuech.webflow.io/sections/polyterrasse	~/Downloads/ZURIBUECH/zuribuech.webflow.io/sections/polyterrasse.html	(from https://zuribuech.webflow.io/)
09:42:15	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2007%20Jun%202022%2007:42:15%20GMT	https://zuribuech.webflow.io/sections/uetliberg	~/Downloads/ZURIBUECH/zuribuech.webflow.io/sections/uetliberg	(from https://zuribuech.webflow.io/)
09:42:15	440130/440130	---M--	200	added ('OK')	image/jpeg	etag:%2266476e3959b0b54482e79bf8ade30abb%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/6299d5665cfb3e5fc149cc75_Bild_gross.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/6299d5665cfb3e5fc149cc75_Bild_gross.jpg	(from https://zuribuech.webflow.io/)
09:42:17	715541/715541	---M--	200	added ('OK')	image/jpeg	etag:%228ac32ec0b7a1777ee8d42221d0aed965%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/6299d56c2faf2f490d4eebb4_Bild_Klein.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/6299d56c2faf2f490d4eebb4_Bild_Klein.jpg	(from https://zuribuech.webflow.io/)
09:42:18	188759/188759	---M--	200	added ('OK')	image/jpeg	etag:%22d9cc489e77d56c1594004df1daef3aa6%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c3269aae010167a9800_Bild_Klein.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c3269aae010167a9800_Bild_Klein.jpg	(from https://zuribuech.webflow.io/)
09:42:18	410542/410542	---M--	200	added ('OK')	image/jpeg	etag:%22d7b5ce4ec7bf6b17dfcd44c121eb8a52%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c2dea253e2f2d1e51b0_Bild_gross.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c2dea253e2f2d1e51b0_Bild_gross.jpg	(from https://zuribuech.webflow.io/)
09:42:18	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2007%20Jun%202022%2007:42:18%20GMT	https://zuribuech.webflow.io/sections/rigiblick	~/Downloads/ZURIBUECH/zuribuech.webflow.io/sections/rigiblick	(from https://zuribuech.webflow.io/)
09:42:21	253223/253223	---M--	200	added ('OK')	image/jpeg	etag:%226ecf581a30fcdf0a96117c217fff6db9%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c45f6007877df098e81_Bild_Klein_vorlage.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c45f6007877df098e81_Bild_Klein_vorlage.jpg	(from https://zuribuech.webflow.io/)
09:42:21	544927/544927	---M--	200	added ('OK')	image/jpeg	etag:%22106c1114442bffbea8259c9abc4067ee%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c4164c6713ce7c1055f_Bild_gross.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c4164c6713ce7c1055f_Bild_gross.jpg	(from https://zuribuech.webflow.io/)
09:42:21	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2007%20Jun%202022%2007:42:21%20GMT	https://zuribuech.webflow.io/sections/freitag-tower	~/Downloads/ZURIBUECH/zuribuech.webflow.io/sections/freitag-tower	(from https://zuribuech.webflow.io/)
09:42:24	271595/271595	---M--	200	added ('OK')	image/jpeg	etag:%227ab11ac9f02e0f3a9e8e750b76988ed7%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c58f0f07f13d716fbca_Bild_Klein.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c58f0f07f13d716fbca_Bild_Klein.jpg	(from https://zuribuech.webflow.io/)
09:42:24	578400/578400	---M--	200	added ('OK')	image/jpeg	etag:%22257a5ece1fc4bbf5e1acc19418a4931a%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c5404a4435d81b22b6d_Bild_gross.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c5404a4435d81b22b6d_Bild_gross.jpg	(from https://zuribuech.webflow.io/)
09:42:24	17815/17815	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jun%202022%2007:42:24%20GMT	https://zuribuech.webflow.io/sections/karlsturm-grossmunster	~/Downloads/ZURIBUECH/zuribuech.webflow.io/sections/karlsturm-grossmunster.html	(from https://zuribuech.webflow.io/)
09:42:27	498640/498640	---M--	200	added ('OK')	image/jpeg	etag:%22d0852309cb9d6a23edaeeaee31ab261c%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c67b920483ec503c069_Bild_gross.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c67b920483ec503c069_Bild_gross.jpg	(from https://zuribuech.webflow.io/)
09:42:27	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2007%20Jun%202022%2007:42:27%20GMT	https://zuribuech.webflow.io/sections/lindenhof	~/Downloads/ZURIBUECH/zuribuech.webflow.io/sections/lindenhof	(from https://zuribuech.webflow.io/)
09:42:27	403518/403518	---M--	200	added ('OK')	image/jpeg	etag:%22afdf5b9f9d3e7e832af05e010636f85e%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c6bfa926ea5125bd524_Bild_Klein.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c6bfa926ea5125bd524_Bild_Klein.jpg	(from https://zuribuech.webflow.io/)
09:42:30	492698/492698	---M--	200	added ('OK')	image/jpeg	etag:%22e0dcbfaf58a35535dce5d45933f98f3d%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/6299d7cb181d593b4648698a_Bild_gross.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/6299d7cb181d593b4648698a_Bild_gross.jpg	(from https://zuribuech.webflow.io/)
09:42:30	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2007%20Jun%202022%2007:42:30%20GMT	https://zuribuech.webflow.io/sections/kaferberg	~/Downloads/ZURIBUECH/zuribuech.webflow.io/sections/kaferberg	(from https://zuribuech.webflow.io/)
09:42:30	477532/477532	---M--	200	added ('OK')	image/jpeg	etag:%225b94389d5ab2c422df45595619d5c508%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/6299d7cf7bd99724c89a77b1_Bild_Klein.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/6299d7cf7bd99724c89a77b1_Bild_Klein.jpg	(from https://zuribuech.webflow.io/)
09:42:33	585245/585245	---M--	200	added ('OK')	image/jpeg	etag:%22c536df40b1f3ad7858d9d07cdce6f2a0%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c7fe98d5b68997fbc3c_Bild_gross.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c7fe98d5b68997fbc3c_Bild_gross.jpg	(from https://zuribuech.webflow.io/)
09:42:33	395428/395428	---M--	200	added ('OK')	image/jpeg	etag:%22ca65bbe80ec03968e3cac3105fbd58a3%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c834f71e382f288d053_Bild_Klein.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629a0c834f71e382f288d053_Bild_Klein.jpg	(from https://zuribuech.webflow.io/)
09:42:34	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=6284d9ca87255a31517f32ec	~/Downloads/ZURIBUECH/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c80ab6.js	(from https://zuribuech.webflow.io/)
09:42:35	630500/630500	---M-Z	200	added ('OK')	text/javascript	etag:%222403d722b707b9095fb890e4ee81c180%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/js/webflow.00bc9a50c.js	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/js/webflow.00bc9a50c.js	(from https://zuribuech.webflow.io/)
09:42:35	13693/13693	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e3d-357d%22	https://cdnjs.cloudflare.com/ajax/libs/dragdealer/0.9.9/dragdealer.min.js	~/Downloads/ZURIBUECH/cdnjs.cloudflare.com/ajax/libs/dragdealer/0.9.9/dragdealer.min.js	(from https://zuribuech.webflow.io/)
09:42:36	167/167	---M--	200	added ('OK')	image/svg+xml	etag:%22589d534424c61fa6b1b7336b007891f0%22	https://d3e54v103j8qbb.cloudfront.net/static/custom-checkbox-checkmark.589d534424.svg	~/Downloads/ZURIBUECH/d3e54v103j8qbb.cloudfront.net/static/custom-checkbox-checkmark.589d534424.svg	(from https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/css/zuribuech.webflow.ac925c6d2.css)
09:42:39	189982/189982	---M--	200	added ('OK')	image/png	etag:%22c126e956390ae068e030b7cc43f413e8%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/6288e782136f61513c999d36_Polyterasse_2.png	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/6288e782136f61513c999d36_Polyterasse_2.png	(from https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/css/zuribuech.webflow.ac925c6d2.css)
09:42:40	154676/154676	---M--	200	added ('OK')	application/x-font-otf	etag:%222717fcb9eeec2a1e5911c19c4de34d8c%22	https://uploads-ssl.webflow.com/6284d9ca87255a31517f32ec/6284d9ca87255a01777f3307_Nasir%20Udin%20-%20RestoraExtraLight.otf	~/Downloads/ZURIBUECH/uploads-ssl.webflow.com/6284d9ca87255a31517f32ec/6284d9ca87255a01777f3307_Nasir%20Udin%20-%20RestoraExtraLight.otf	(from https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/css/zuribuech.webflow.ac925c6d2.css)
09:42:40	1150352/1150352	---M--	200	added ('OK')	image/png	etag:%22e878309697aa3ac085d3da5f2b7b4240%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/628784a8631ab028d30c9b1f_Bildschirmfoto%202022-05-20%20um%2014.07.01.png	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/628784a8631ab028d30c9b1f_Bildschirmfoto%202022-05-20%20um%2014.07.01.png	(from https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/css/zuribuech.webflow.ac925c6d2.css)
09:42:40	25760/25760	---M--	200	added ('OK')	application/x-font-otf	etag:%223ded5622db20937e582d2caa8b8b8892%22	https://uploads-ssl.webflow.com/6284d9ca87255a31517f32ec/6286a250031b5b78ace1f48c_Gambarino-Regular.otf	~/Downloads/ZURIBUECH/uploads-ssl.webflow.com/6284d9ca87255a31517f32ec/6286a250031b5b78ace1f48c_Gambarino-Regular.otf	(from https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/css/zuribuech.webflow.ac925c6d2.css)
09:42:41	33268/33268	---M--	200	added ('OK')	application/x-font-otf	etag:%2248121e2cbdb3d98ed26561cade5587a3%22	https://uploads-ssl.webflow.com/6284d9ca87255a31517f32ec/6288cb9366773e0f6b6940a9_Excon-Regular.otf	~/Downloads/ZURIBUECH/uploads-ssl.webflow.com/6284d9ca87255a31517f32ec/6288cb9366773e0f6b6940a9_Excon-Regular.otf	(from https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/css/zuribuech.webflow.ac925c6d2.css)
09:42:42	33404/33404	---M--	200	added ('OK')	application/x-font-otf	etag:%220a567718903376ef1cca3e049c8edf26%22	https://uploads-ssl.webflow.com/6284d9ca87255a31517f32ec/6288cb932cc6d540d42aba4a_Excon-Light.otf	~/Downloads/ZURIBUECH/uploads-ssl.webflow.com/6284d9ca87255a31517f32ec/6288cb932cc6d540d42aba4a_Excon-Light.otf	(from https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/css/zuribuech.webflow.ac925c6d2.css)
09:42:43	33384/33384	---M--	200	added ('OK')	application/x-font-otf	etag:%22a5ca7ec3996867b86fe3237f05509998%22	https://uploads-ssl.webflow.com/6284d9ca87255a31517f32ec/6288cb935549af411696be5a_Excon-Medium.otf	~/Downloads/ZURIBUECH/uploads-ssl.webflow.com/6284d9ca87255a31517f32ec/6288cb935549af411696be5a_Excon-Medium.otf	(from https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/css/zuribuech.webflow.ac925c6d2.css)
09:42:45	1503/1503	---M-Z	200	added ('OK')	text/html	etag:%225df-52e5b399c4ec0;5288c149e3b80	http://www.w3.org/2000/svg	~/Downloads/ZURIBUECH/www.w3.org/2000/svg.html	(from https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/628b48d5346aa877dc733d74_Logo_ZU%cc%88RIBUECH.svg)
09:42:45	742/742	---M--	200	added ('OK')	image/svg+xml	etag:%22c11fd583b4cfa2977807aa568d4f365b%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/62906ec34dd180b887d0b652_Marker_gru%cc%88n.svg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/62906ec34dd180b887d0b652_Marker_gru%cc%88n.svg	(from https://zuribuech.webflow.io/uber)
09:42:48	1836847/1836847	---M--	200	added ('OK')	image/png	etag:%22376122805001f5b0e4a1080f1bc5746f%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/6297c4e06cef926b136e0915_Zu%cc%88rich_1.png	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/6297c4e06cef926b136e0915_Zu%cc%88rich_1.png	(from https://zuribuech.webflow.io/uber)
09:42:50	403547/403547	---M--	200	added ('OK')	image/png	etag:%22c520e4fb86f861442911372cada702d0%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/6299207a252a361954b0a711_Samira.png	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/6299207a252a361954b0a711_Samira.png	(from https://zuribuech.webflow.io/uber)
09:42:50	1875223/1875223	---M--	200	added ('OK')	image/png	etag:%2273651b3d3056df91a9f6085e7b7dc5d1%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/629b49e3ec16c90945344580_Skyline_Gradient.png	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/629b49e3ec16c90945344580_Skyline_Gradient.png	(from https://zuribuech.webflow.io/uber)
09:42:51	2431/2431	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257e4fbb7b79af49230e844cede4f83a1%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/628b48d5ee0ec63516ea5e9f_Logo_ZU%cc%88RIBUECH_weiss.svg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/628b48d5ee0ec63516ea5e9f_Logo_ZU%cc%88RIBUECH_weiss.svg	(from https://zuribuech.webflow.io/uber)
09:42:51	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2007%20Jun%202022%2007:42:51%20GMT	https://zuribuech.webflow.io/orte	~/Downloads/ZURIBUECH/zuribuech.webflow.io/orte	(from https://zuribuech.webflow.io/)
09:42:51	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2007%20Jun%202022%2007:42:51%20GMT	https://zuribuech.webflow.io/sections/monte-diggelmann	~/Downloads/ZURIBUECH/zuribuech.webflow.io/sections/monte-diggelmann	(from https://zuribuech.webflow.io/)
09:42:52	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2007%20Jun%202022%2007:42:52%20GMT	https://zuribuech.webflow.io/sections/kloster-fahr	~/Downloads/ZURIBUECH/zuribuech.webflow.io/sections/kloster-fahr	(from https://zuribuech.webflow.io/)
09:42:52	1806337/1806337	---M--	200	added ('OK')	image/png	etag:%22fb28b6bcac53873f2b3417b13f82154f%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/6297c4a91bf65f394b815a01_Zu%cc%88rich_2.png	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/6297c4a91bf65f394b815a01_Zu%cc%88rich_2.png	(from https://zuribuech.webflow.io/uber)
09:42:52	16/16	---MC-	502	error ('Bad%20Gateway')	text/html	date:Tue,%2007%20Jun%202022%2007:42:52%20GMT	https://zuribuech.webflow.io/sections/weiningen	~/Downloads/ZURIBUECH/zuribuech.webflow.io/sections/weiningen	(from https://zuribuech.webflow.io/)
09:42:53	1824/1824	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b98068c2d32077b7c599e79fb82d5d15%22	https://global-uploads.webflow.com/6284d9ca87255a31517f32ec/629df6cefd773312e961458e_Img_Zoom.svg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a31517f32ec/629df6cefd773312e961458e_Img_Zoom.svg	(from https://zuribuech.webflow.io/sections/polyterrasse)
09:42:55	128726/128726	---M--	200	added ('OK')	image/jpeg	etag:%22cdd0bc222c1d9d86fd9b6d315f8f6b0d%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629241efa28a6ca4e4405413__DSC1454_klein.jpg	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629241efa28a6ca4e4405413__DSC1454_klein.jpg	(from https://zuribuech.webflow.io/sections/polyterrasse)
09:42:55	403547/403547	---M--	200	added ('OK')	image/png	etag:%22c520e4fb86f861442911372cada702d0%22	https://global-uploads.webflow.com/6284d9ca87255a91697f32fb/629df4229f20ee6892da632b_Samira.png	~/Downloads/ZURIBUECH/global-uploads.webflow.com/6284d9ca87255a91697f32fb/629df4229f20ee6892da632b_Samira.png	(from https://zuribuech.webflow.io/sections/polyterrasse)
09:43:00	212/212	---M--	401	error ('Unauthorized')	application/json	etag:W/%22d4-115732d8%22	https://webflow.com/api/sites/zuribuech/formUploads/387c3cf7-3428-4376-a97b-e2982393d414.jpeg	~/Downloads/ZURIBUECH/webflow.com/api/sites/zuribuech/formUploads/387c3cf7-3428-4376-a97b-e2982393d414.42.delayed	(from https://zuribuech.webflow.io/sections/polyterrasse)
